"city","state","median_home_value"
"Lagrange","GA","236520"
"West Sacramento","CA","532729"
"Webster","NY","386505"
"Peabody","MA","694094"
"Yucaipa","CA","570222"
"Dacula","GA","448400"
"Sebring","FL","238872"
"Rosenberg","TX","313841"
"West Haven","CT","354725"
"Donna","TX","153823"
"Pine Hills","FL","272957"
"Catonsville","MD","418836"
"Kapolei","HI","848166"
"Paramount","CA","648287"
"Evans","GA","405733"
"Saint Clair Shores","MI","227950"
"Edina","MN","615641"
"Crystal Lake","IL","374460"
"Lombard","IL","380912"
"Marrero","LA","228763"
"Elizabethtown","KY","268313"
"Kailua","HI","1522839"
"Methuen","MA","617105"
"West New York","NJ","463006"
"Bloomfield","NJ","596996"
"Oroville","CA","307295"
"Cuyahoga Falls","OH","213993"
"Placentia","CA","1117228"
"Mentor","OH","269569"
"Fallbrook","CA","884347"
"Sheboygan","WI","257466"
"Galveston","TX","320625"
"Highland","CA","545940"
"East Lansing","MI","311383"
"Fuquay Varina","NC","442849"
"Draper","UT","806898"
"Sicklerville","NJ","377723"
"Normal","IL","258062"
"San Benito","TX","164028"
"Beaufort","SC","412456"
"Ballwin","MO","412225"
"Lake Stevens","WA","705682"
"Kannapolis","NC","279708"
"Massapequa","NY","803461"
"Prescott Valley","AZ","462396"
"Lake City","FL","262276"
"Morgan Hill","CA","1356869"
"Roseburg","OR","361701"
"Granbury","TX","368651"
"Kyle","TX","299795"
"Forney","TX","311401"
"Boerne","TX","554313"
"Frankfort","KY","240679"
"Enid","OK","135597"
"Lockport","NY","257725"
"Stratford","CT","454724"
"Fort Washington","MD","451688"
"Diamond Bar","CA","1028880"
"Sherman","TX","257920"
"Pinellas Park","FL","298643"
"Aliso Viejo","CA","1012225"
"East Hartford","CT","300292"
"Issaquah","WA","1158594"
"Grapevine","TX","552148"
"Belleville","IL","156535"
"Milwaukie","OR","519433"
"Seguin","TX","273065"
"Hobbs","NM","207135"
"Wentzville","MO","396786"
"Brea","CA","1140406"
"Windermere","FL","705137"
"New Albany","IN","235058"
"Dunwoody","GA","675944"
"Poway","CA","1230064"
"Post Falls","ID","526055"
"Sierra Vista","AZ","298883"
"Minnetonka","MN","483591"
"Burien","WA","650469"
"Cathedral City","CA","483431"
"Salina","KS","173120"
"Saint Louis Park","MN","379371"
"Benton","AR","239101"
"East Stroudsburg","PA","309993"
"Brighton","MI","432666"
"Cerritos","CA","1094901"
"Eagle Pass","TX","230098"
"Hutchinson","KS","146981"
"Port Richey","FL","227759"
"Claremore","OK","257872"
"Southaven","MS","274141"
"Starkville","MS","279620"
"Shakopee","MN","403598"
"Redford","MI","171573"
"Gig Harbor","WA","820740"
"Portage","MI","292450"
"East Brunswick","NJ","623633"
"Kaneohe","HI","1091198"
"Liverpool","NY","279419"
"Cedar Hill","TX","314931"
"La Mirada","CA","887479"
"Sun City","AZ","301697"
"Coral Gables","FL","1516825"
"Bedford","TX","374676"
"Bridgeton","NJ","253951"
"Murray","UT","551624"
"Logan","UT","391019"
"West Orange","NJ","687083"
"Cleburne","TX","272448"
"Prattville","AL","262195"
"Monroe Township","NJ","623652"
"Barnstable","MA","709062"
"Desert Hot Springs","CA","377730"
"Bloomfield Hills","MI","663115"
"Downingtown","PA","584261"
"Hoffman Estates","IL","394618"
"Wauwatosa","WI","415682"
"Martinez","CA","773745"
"Grass Valley","CA","509978"
"Wasilla","AK","416650"
"Chester","VA","390093"
"Milford","CT","493542"
"Palmetto","FL","350685"
"Rexburg","ID","420170"
"Haines City","FL","296317"
"Weslaco","TX","180889"
"Clarkston","MI","423714"
"Texas City","TX","226609"
"Elmhurst","IL","613207"
"Parkersburg","WV","147802"
"Beavercreek","OH","332151"
"Mandeville","LA","355608"
"Winter Springs","FL","424494"
"Lititz","PA","458674"
"Del Rio","TX","209762"
"Prairieville","LA","336954"
"Urbana","IL","199534"
"Rockwall","TX","480553"
"Lake Oswego","OR","882925"
"Northville","MI","588077"
"Eureka","CA","410992"
"Austell","GA","292181"
"Oxford","MS","412781"
"Wahiawa","HI","858314"
"East Providence","RI","439966"
"Lumberton","NC","149733"
"London","KY","182770"
"La Porte","IN","271481"
"Potomac","MD","1390212"
"Alvin","TX","294266"
"Evesham Township","NJ","494334"
"Palm Springs","CA","624876"
"Thibodaux","LA","226921"
"Los Banos","CA","462223"
"Watertown","NY","195771"
"Williamsport","PA","202721"
"Hilo","HI","548368"
"Rockledge","FL","395209"
"Jeffersonville","IN","251611"
"Hinesville","GA","237454"
"Elkton","MD","367248"
"Yorktown","VA","478217"
"Hackensack","NJ","465836"
"Attleboro","MA","532570"
"Nicholasville","KY","320269"
"Papillion","NE","409004"
"Strongsville","OH","360031"
"Waianae","HI","574227"
"Egg Harbor Township","NJ","404664"
"Lakeside","CA","816524"
"Winder","GA","338264"
"Lake Mary","FL","466032"
"Moorhead","MN","278445"
"Ceres","CA","454823"
"Muskogee","OK","141346"
"Converse","TX","245937"
"Cleveland Heights","OH","202639"
"Herriman","UT","607545"
"Peachtree Corners","GA","556225"
"North Augusta","SC","265723"
"Vicksburg","MS","145564"
"Euclid","OH","144364"
"Belton","TX","314941"
"El Dorado Hills","CA","911059"
"Los Lunas","NM","324074"
"Panama City Beach","FL","412496"
"Pine Bluff","AR","75017"
"Bridgewater Township","NJ","739279"
"Irwin","PA","256435"
"Bountiful","UT","578284"
"Phoenixville","PA","521604"
"Freeport","NY","652866"
"Alamo","TX","173085"
"Lindenhurst","NY","600910"
"Haltom City","TX","242829"
"Dekalb","IL","253039"
"Thomasville","NC","237157"
"Rancho Santa Margarita","CA","1029346"
"Patchogue","NY","586013"
"Merritt Island","FL","427726"
"Rowland Heights","CA","996747"
"Coraopolis","PA","302086"
"Moline","IL","144032"
"Oakland Park","FL","366517"
"Spanish Fork","UT","514916"
"Wenatchee","WA","491478"
"Northport","AL","266846"
"Riverton","UT","625364"
"Mt Laurel Township","NJ","399233"
"Moses Lake","WA","364481"
"Westbury","NY","768992"
"Owasso","OK","315428"
"Ocoee","FL","414464"
"Fairburn","GA","321971"
"Wallingford","CT","412171"
"Burke","VA","736010"
"Fenton","MO","350648"
"Ringgold","GA","316952"
"Rio Grande City","TX","144968"
"Fair Oaks","CA","620019"
"Pittsfield","MA","302831"
"Burleson","TX","338945"
"Tolleson","AZ","394929"
"Orangeburg","SC","162436"
"Raeford","NC","283115"
"Walla Walla","WA","413578"
"Fairport","NY","396821"
"Windsor Mill","MD","321147"
"Oswego","IL","416738"
"Hephzibah","GA","217615"
"Okeechobee","FL","287583"
"North Tonawanda","NY","273946"
"Xenia","OH","252478"
"Paso Robles","CA","775744"
"Linden","NJ","545869"
"Cumberland","MD","152202"
"Southington","CT","433472"
"Wooster","OH","259956"
"Brookfield","WI","517699"
"North Lauderdale","FL","348539"
"Oro Valley","AZ","506584"
"San Pablo","CA","569732"
"Brooksville","FL","310230"
"Cutler Bay","FL","564584"
"Woonsocket","RI","380892"
"Hudson","FL","288431"
"Cape Girardeau","MO","219807"
"Leominster","MA","463494"
"Gonzales","LA","288155"
"Avon","IN","352859"
"Bear","DE","414666"
"Sewell","NJ","435115"
"Hillsborough Township","NJ","670662"
"Monrovia","CA","992558"
"North Brunswick","NJ","539455"
"The Colony","TX","406282"
"Coppell","TX","619492"
"Fitchburg","MA","396820"
"Opelika","AL","304313"
"Russellville","AR","212079"
"Campbell","CA","1977422"
"Los Gatos","CA","2705289"
"Greeneville","TN","248040"
"San Bruno","CA","1327402"
"Pahrump","NV","368640"
"Northbrook","IL","688265"
"Enfield","CT","327398"
"Grovetown","GA","304550"
"Menlo Park","CA","2865159"
"Coachella","CA","432916"
"Beloit","WI","198921"
"Elmira","NY","122491"
"Essex","MD","291980"
"Carol Stream","IL","377328"
"Perrysburg","OH","330761"
"North Miami Beach","FL","447840"
"Billerica","MA","699114"
"Collegeville","PA","568662"
"Bullhead City","AZ","299832"
"District Heights","MD","342105"
"Bartlesville","OK","184330"
"Milledgeville","GA","244327"
"Oakley","CA","665847"
"Gaffney","SC","185841"
"Great Neck","NY","1455883"
"Greenacres","FL","283095"
"Moncks Corner","SC","360391"
"Lenoir","NC","215174"
"Brownsburg","IN","356184"
"Keller","TX","652144"
"Cibolo","TX","335092"
"Kearny","NJ","584040"
"Marlborough","MA","578934"
"Woodinville","WA","1390134"
"Hicksville","NY","767656"
"Urbandale","IA","349851"
"Maplewood","MN","342804"
"Casselberry","FL","346839"
"Friendswood","TX","457135"
"Teaneck","NJ","679479"
"Shelton","CT","549374"
"Hopkinsville","KY","195680"
"Taylors","SC","311938"
"Lanham Seabrook","MD","442753"
"Montclair","NJ","1143326"
"Elmont","NY","724423"
"Hallandale","FL","279053"
"Middle River","MD","335491"
"Marana","AZ","436915"
"Westfield","MA","378738"
"Tupelo","MS","203314"
"Gillette","WY","328380"
"Painesville","OH","222958"
"Aiea","HI","838396"
"Hyattsville","MD","403229"
"Woburn","MA","758603"
"New Berlin","WI","448456"
"Williamstown","NJ","367603"
"Lutherville Timonium","MD","507334"
"Culver City","CA","1301741"
"Kerrville","TX","351636"
"Calhoun","GA","273432"
"Kailua Kona","HI","885040"
"Streamwood","IL","321982"
"Manalapan Township","NJ","781731"
"Eagle Mountain","UT","510057"
"Clinton","MD","440719"
"Sahuarita","AZ","353394"
"Nottingham","MD","339406"
"New Hyde Park","NY","974068"
"Dunnellon","FL","270111"
"Holly Springs","NC","579090"
"Duncanville","TX","277367"
"Hurst","TX","337204"
"Norwich","CT","293052"
"Copperas Cove","TX","225392"
"Golden","CO","863815"
"Bell Gardens","CA","690424"
"Park Ridge","IL","564905"
"Bessemer","AL","133911"
"Indian Trail","NC","419103"
"Lincolnton","NC","296022"
"Chelsea","MA","526190"
"Harvey","LA","229313"
"Reynoldsburg","OH","295551"
"Monsey","NY","1219891"
"Lincoln Park","MI","150869"
"Pekin","IL","138124"
"Aventura","FL","425757"
"Wheeling","WV","148167"
"Rohnert Park","CA","714591"
"Jamestown","NY","117914"
"Fort Lee","NJ","588321"
"Englewood","CO","516657"
"Clover","SC","413528"
"Manor","TX","323301"
"Roy","UT","436793"
"Sulphur","LA","195533"
"Amherst","MA","529224"
"Elizabeth City","NC","264970"
"Hazleton","PA","212762"
"Rancho Palos Verdes","CA","1824948"
"Merrillville","IN","240329"
"Hudsonville","MI","417204"
"Pickerington","OH","419073"
"Atwater","CA","422471"
"Fairborn","OH","202698"
"Villa Rica","GA","311754"
"Mundelein","IL","380533"
"Ellenwood","GA","278916"
"West Babylon","NY","615043"
"Saratoga Springs","NY","633902"
"Tucker","GA","387949"
"Odenton","MD","474003"
"Bettendorf","IA","328096"
"Stevens Point","WI","280949"
"La Vergne","TN","346622"
"Addison","IL","372968"
"Braintree","MA","728859"
"Groton","CT","425384"
"Romeoville","IL","313582"
"Buffalo Grove","IL","436990"
"Gadsden","AL","114158"
"Holyoke","MA","322895"
"Shrewsbury","MA","690131"
"Cullman","AL","261636"
"East Meadow","NY","795525"
"Ronkonkoma","NY","619878"
"Moorpark","CA","939094"
"East Point","GA","231600"
"Menomonee Falls","WI","431120"
"Tifton","GA","210038"
"Glen Ellyn","IL","562204"
"Cottage Grove","MN","396381"
"McMinnville","OR","484842"
"Canonsburg","PA","358324"
"Media","PA","632298"
"Kearney","NE","309678"
"Beverly","MA","755767"
"Alamogordo","NM","223173"
"Miamisburg","OH","261699"
"Manitowoc","WI","235894"
"Port Huron","MI","170018"
"Hutto","TX","338960"
"Opelousas","LA","123099"
"Pineville","LA","193577"
"Greenfield","WI","323451"
"West Fargo","ND","348751"
"La Quinta","CA","747082"
"Eustis","FL","336437"
"Baldwinsville","NY","321320"
"Pacifica","CA","1284847"
"Ramona","CA","812530"
"Mableton","GA","350989"
"Leavenworth","KS","260124"
"Lorton","VA","659322"
"Trumbull","CT","664534"
"Claremont","CA","1039337"
"South Lyon","MI","467292"
"Kinston","NC","148090"
"Rock Island","IL","122693"
"Calexico","CA","391300"
"Powell","OH","567815"
"San Juan Capistrano","CA","1342011"
"Elkridge","MD","486970"
"Riviera Beach","FL","405539"
"Placerville","CA","531048"
"Richfield","MN","347412"
"Spotsylvania","VA","430492"
"Atlantic City","NJ","215471"
"Camas","WA","751543"
"Oak Harbor","WA","528587"
"Huber Heights","OH","208880"
"Northglenn","CO","463886"
"Reisterstown","MD","413086"
"Royal Palm Beach","FL","481810"
"Irmo","SC","281255"
"Batavia","OH","329513"
"New Lenox","IL","440656"
"Peachtree City","GA","573532"
"Hanover Park","IL","321958"
"Waycross","GA","146386"
"College Park","MD","437694"
"Staunton","VA","308028"
"Santa Paula","CA","717279"
"Flowery Branch","GA","425109"
"Lewiston","ME","296288"
"Cabot","AR","247085"
"Lake Wales","FL","246149"
"Battle Ground","WA","606387"
"Cordova","TN","301661"
"Natick","MA","892658"
"Blackwood","NJ","370007"
"Wappingers Falls","NY","486033"
"Niles","MI","204971"
"Ladson","SC","311205"
"Sanger","CA","412063"
"Andover","MA","989406"
"Palestine","TX","195281"
"Camp Hill","PA","331050"
"Chelmsford","MA","678935"
"Adelanto","CA","397444"
"Kankakee","IL","149624"
"Wildwood","MO","576009"
"Commerce Township","MI","395403"
"Buda","TX","354685"
"Fernandina Beach","FL","600245"
"Laramie","WY","372386"
"Arnold","MO","273572"
"Quakertown","PA","439194"
"Shelbyville","TN","313350"
"Enterprise","AL","202764"
"Morrisville","NC","480926"
"Mebane","NC","353221"
"Havertown","PA","530429"
"Carpentersville","IL","285617"
"North Canton","OH","283608"
"Upper Arlington","OH","632819"
"Boardman","OH","196060"
"Central Islip","NY","547072"
"Searcy","AR","216680"
"Westmont","CA","702198"
"Magnolia","TX","364996"
"Halethorpe","MD","307773"
"Foley","AL","301570"
"Sonoma","CA","943021"
"Altadena","CA","1117759"
"Lemoore","CA","382910"
"New Smyrna Beach","FL","448438"
"West Hollywood","CA","1019551"
"Wildomar","CA","655219"
"Reidsville","NC","210647"
"Golden Glades","FL","470685"
"Oak Creek","WI","407623"
"Pleasant Grove","UT","555047"
"De Pere","WI","401113"
"Midvale","UT","492783"
"Mount Airy","NC","210209"
"Seneca","SC","304236"
"Torrington","CT","295024"
"Garden City","KS","233702"
"Cedar Falls","IA","259137"
"Sykesville","MD","556418"
"Westwego","LA","179563"
"Coventry","RI","451691"
"Willis","TX","284060"
"Bay Shore","NY","633376"
"Pearl City","HI","944249"
"Pullman","WA","423693"
"Pleasant Hill","CA","1000859"
"Montrose","CO","467131"
"Smithtown","NY","800315"
"Oakville","MO","360341"
"Kearns","UT","443485"
"North Ridgeville","OH","325234"
"San Juan","TX","182709"
"Security-Widefield","CO","381291"
"Glastonbury","CT","548745"
"Poplar Bluff","MO","170054"
"Warsaw","IN","271691"
"Randolph","MA","586421"
"Fair Lawn","NJ","709175"
"Gurnee","IL","368528"
"Fairhope","AL","459930"
"Tooele","UT","432504"
"Barstow","CA","263254"
"Ambler","PA","686428"
"Lauderdale Lakes","FL","140910"
"Porter","TX","309786"
"Hope Mills","NC","263454"
"Durango","CO","747772"
"El Mirage","AZ","342377"
"Inver Grove Heights","MN","374324"
"Denison","TX","227793"
"Prior Lake","MN","525577"
"Calumet City","IL","150472"
"Temple City","CA","1108305"
"West Chicago","IL","380371"
"Stow","OH","284989"
"University City","MO","265837"
"Auburndale","FL","303498"
"University Place","WA","661410"
"Sand Springs","OK","236865"
"Vestavia Hills","AL","561213"
"Litchfield Park","AZ","525411"
"Hilton Head Island","SC","787679"
"Leawood","KS","777578"
"Tarpon Springs","FL","388386"
"Ruston","LA","225352"
"Butte","MT","280353"
"Severn","MD","516259"
"Los Altos","CA","4713315"
"Alliance","OH","158558"
"Parkland","FL","1058618"
"Derry","NH","493914"
"Shelby","NC","209227"
"Warrenton","VA","681948"
"Angleton","TX","249418"
"Chatsworth","GA","245341"
"Neptune Township","NJ","601148"
"Banning","CA","414128"
"Dartmouth","MA","602120"
"Manhattan Beach","CA","3227202"
"Winona","MN","252453"
"Westlake","OH","414010"
"Orion","MI","399114"
"Williston","ND","365979"
"Eastpointe","MI","150775"
"North Providence","RI","405896"
"Davison","MI","253626"
"Oakdale","CA","557020"
"Paris","TX","172382"
"Gahanna","OH","374129"
"Bastrop","TX","351852"
"Culpeper","VA","451495"
"Albertville","AL","214034"
"Millville","NJ","252661"
"Plattsburgh","NY","244069"
"Moultrie","GA","170768"
"Port Angeles","WA","450576"
"Cottonwood Heights","UT","777468"
"Jasper","AL","168864"
"Elizabethton","TN","229442"
"Galt","CA","534299"
"Burlington Township","NJ","388620"
"Bell","CA","688070"
"Belvidere","IL","255895"
"Foster City","CA","1911067"
"Keizer","OR","450015"
"San Dimas","CA","927055"
"Ukiah","CA","477533"
"Ozark","MO","316347"
"Indiana","PA","192679"
"Sherwood","AR","236102"
"Collinsville","IL","192078"
"Ravenna","OH","215181"
"Van Buren","AR","204826"
"Huntington Station","NY","619246"
"Abingdon","MD","373861"
"Galesburg","IL","99822"
"Fountain","CO","394609"
"Elk Grove Village","IL","383810"
"Brooklyn Center","MN","297384"
"Wisconsin Rapids","WI","219124"
"Navarre","FL","414946"
"Waxhaw","NC","628812"
"Dumfries","VA","596416"
"West Little River","FL","438628"
"American Fork","UT","525231"
"La Verne","CA","951548"
"Eagle","ID","781181"
"Merrick","NY","878203"
"Gallup","NM","219327"
"Palmer","AK","429396"
"Dunedin","FL","405386"
"Inman","SC","302760"
"Farmingdale","NY","717477"
"Dana Point","CA","1736393"
"Mercedes","TX","143756"
"Maple Valley","WA","799653"
"Montgomery Village","MD","390564"
"Ridgecrest","CA","269057"
"Beverly Hills","CA","3662756"
"Pittsford","NY","505959"
"Baldwin","NY","714428"
"Bristow","VA","741458"
"Bay City","MI","122423"
"Sun Prairie","WI","436614"
"Sedalia","MO","182165"
"Happy Valley","OR","681241"
"Piedmont","SC","303194"
"Melrose Park","IL","306639"
"Pearl","MS","205783"
"Terrell","TX","281526"
"Bartow","FL","277441"
"Franklin Square","NY","804524"
"Murrells Inlet","SC","395449"
"Sylvania","OH","319899"
"Dinuba","CA","354576"
"Matawan","NJ","645512"
"Richmond Hill","GA","420904"
"Estero","FL","495109"
"Wheat Ridge","CO","606404"
"Dracut","MA","570520"
"Reedley","CA","390765"
"Orangevale","CA","561377"
"Clemmons","NC","387814"
"Laguna Hills","CA","1243180"
"Knightdale","NC","370204"
"Granite City","IL","111237"
"Cranberry Township","PA","435096"
"Pataskala","OH","382770"
"Garfield","NJ","580601"
"Seaside","CA","802034"
"Anniston","AL","147195"
"Grand Haven","MI","391797"
"Saratoga","CA","4189623"
"Aberdeen","SD","240644"
"Farmers Branch","TX","377734"
"Ballston Spa","NY","422527"
"Prosper","TX","784350"
"Burlingame","CA","2761630"
"Wadsworth","OH","311603"
"Big Spring","TX","141647"
"Lawndale","CA","777393"
"Nixa","MO","318320"
"North Olmsted","OH","270520"
"Needham","MA","1540160"
"Bangor","ME","281560"
"Seymour","IN","230829"
"Randallstown","MD","371318"
"Deer Park","TX","280749"
"Chillum","MD","402181"
"Woodburn","OR","425248"
"Arroyo Grande","CA","1044036"
"Edwardsville","IL","324629"
"Florin","CA","418609"
"Drexel Hill","PA","316113"
"Jonesborough","TN","334165"
"Inverness","FL","239816"
"Seatac","WA","590566"
"Cooper City","FL","664964"
"Woodridge","IL","404092"
"Sugar Hill","GA","461262"
"Harker Heights","TX","298771"
"Marquette","MI","323189"
"West Bend","WI","347505"
"Holladay","UT","832130"
"Rolla","MO","237605"
"Olivehurst","CA","447745"
"Eagle River","AK","476024"
"Atascadero","CA","784480"
"Ponchatoula","LA","247934"
"Willingboro Township","NJ","354606"
"New City","NY","788615"
"Ashtabula","OH","151258"
"Port Chester","NY","725361"
"Brownstown","MI","298100"
"Wetumpka","AL","278368"
"Alabaster","AL","303750"
"Lawrence Township","NJ","454110"
"Socorro","TX","208216"
"Channelview","TX","213168"
"Naugatuck","CT","346062"
"Marshalltown","IA","173581"
"Boone","NC","483789"
"Locust Grove","GA","324432"
"North Andover","MA","805314"
"Ashland","OH","229714"
"Norwood","MA","731791"
"Livingston","NJ","1075338"
"Aliquippa","PA","199055"
"Live Oak","FL","260160"
"Zionsville","IN","680117"
"Endicott","NY","193755"
"Waynesboro","PA","275318"
